query,intent,processed_text
如何申请公司提供的教育补贴,sql,申请 公司 提供 教育 补贴
公司的加班餐补政策是什么,rag,公司 加班 餐补 政策
公司各部门的人数分布情况是怎样的,sql,公司 各 部门 人数 分布 情况
如何使用公司的内部沟通工具,sql,使用 公司 沟通 内部 工具
如何申请调岗,sql,申请 调岗
能告诉我公司的发展历史吗,rag,告诉 公司 发展 历史
帮忙分析下2022年公司的业绩趋势,sql,分析 2022 年 公司 业绩 趋势
公司的年度体检政策是什么,sql,公司 年度 体检 政策
分析战略规划部门2019年的项目成功率,sql,想知道 分析 战略规划 2019 部门 年 项目 成功率
如何使用公司的打印机和复印机,sql,使用 公司 打印机 复印机
如何参加公司的技术分享会,rag,参加 公司 技术 分享
公司的加班餐补政策是什么,rag,公司 加班 餐补 政策
如何使用公司的健身房设施,rag,使用 公司 健身房 设施
公司的主要竞争对手有哪些,rag,公司 主要 竞争对手
公司2021年的财务报表显示了什么,sql,麻烦 公司 2021 年 财务报表 显示
公司2020年招聘了多少名新员工,sql,公司 2020 年 招聘 名新 员工
公司的IT支持电话是多少,rag,公司 IT 支持 电话
公司的主要竞争对手有哪些,rag,公司 主要 竞争对手
统计一下战略规划部门的男女比例,sql,统计 一下 战略规划 部门 男女比例
如何重置公司内部系统密码,rag,重置 公司 内部 系统 密码
给我统计一下公司各部门的人均薪资,sql,请问 给 一下 统计 公司 各 部门 人均 薪资
如何使用公司的打印机扫描功能,rag,使用 公司 打印机 功能 扫描
如何申请公司提供的教育补贴,rag,申请 公司 提供 教育 补贴
如何提交产品改进建议,rag,提交 产品 改进 建议
公司的环保政策有哪些内容,sql,公司 环保 政策 内容
公司的防火演习流程是什么,sql,公司 防火 演习 流程
如何参加公司组织的培训课程,rag,参加 公司 组织 培训 课程
如何使用公司的电子签名系统,sql,希望 使用 公司 电子签名 系统
如何申请公司的报销流程,rag,申请 公司 报销 流程
公司的WiFi密码是多少,rag,公司 WiFi 密码
公司的远程工作政策是怎样的,sql,公司 远程 工作 政策
公司有哪些福利待遇,rag,公司 福利待遇
公司的年度体检政策是什么,rag,公司 年度 体检 政策
公司的创始人是谁,rag,公司 创始人 谁
公司的员工手册在哪里可以找到,sql,公司 员工 手册 哪里 找到
公司的工作时间是怎么规定的,rag,公司 工作 时间 规定
如何使用公司的会议预订系统,rag,使用 公司 会议 预订 系统
计算市场营销部门2021年的人均培训时长,sql,计算 市场营销部 门 2021 年 人均 培训 时 长
公司的绩效评估周期是怎样的,rag,公司 绩效 评估 周期
如何提交产品改进建议,rag,提交 产品 改进 建议
公司的员工福利包括哪些内容,rag,公司 员工福利 包括 内容
公司的差旅报销流程是什么,rag,公司 差旅 报销 流程
如何使用公司的会议预订系统,sql,使用 公司 会议 预订 系统
如何使用公司的健身房设施,rag,怎样才能 使用 公司 健身房 设施
如何使用公司的云盘系统,sql,帮我 使用 公司 云盘 系统
公司的年度体检政策是什么,rag,公司 年度 体检 政策
公司的WiFi密码是多少,rag,请问 公司 WiFi 密码的
统计公司2024年的客户增长率,sql,统计 公司 2024 年 客户 增长率
公司的试用期政策是什么,rag,公司 试用期 政策
请问2022年第三季度的销售额是多少,sql,2022 年 第三季度 销售额
给我统计一下公司各部门的人均薪资,sql,给 统计 一下 公司 各 部门 人均 薪资
公司的人工客服电话号码是多少,rag,公司 人工 客服 电话号码
麻烦查一下市场营销部门实习生的绩效如何,sql,查 一下 市场营销部 门 实习生 绩效
公司的主要竞争对手有哪些,rag,公司 主要 竞争对手
公司目前有多少名讲师职位的员工,sql,希望 公司 名 目前 讲师职位 员工
分析客户成功部门组长的工作效率,sql,分析 客户 成功 部门 组长 工作效率
公司采购部门的男女比例是多少,sql,公司 采购 部门 男女比例
帮我对比一下各部门2020年的业绩,sql,帮 对比 一下 各 部门 2020 年 业绩了
公司的服务器维护时间是什么时候,rag,告诉我 公司 维护 服务器 时间 时候
分析2023年公司的季度业绩波动,sql,帮我 分析 2023 季度 公司 业绩 波动呀
公司的数据安全政策有哪些规定,rag,公司 数据安全 政策 规定
我想知道公司的培训体系,rag,知道 公司 培训 体系
公司的办公用品申请流程是什么,sql,帮我 公司 办公用品 申请 流程
公司的员工手册在哪里可以找到,rag,公司 员工 手册 哪里 找到
公司的防火演习流程是什么,rag,公司 防火 演习 流程
公司的主要竞争对手有哪些,rag,公司 主要 竞争对手
公司的工作时间是怎么规定的,rag,公司 工作 时间 规定
能告诉我公司的发展历史吗,rag,告诉 公司 发展 历史
分析质量控制部门2022年的绩效考核结果,sql,分析 质量 控制 部门 2022 年 绩效考核 结果
麻烦查一下客户服务部门技术员的绩效如何,sql,查 一下 客户服务 部门 技术员 绩效
公司设计部门的主管是谁,sql,希望 公司 设计部门 主管 谁
如何申请公司的法定节假日调休,sql,申请 公司 法定 节假日 调休
帮我看看公关部门2019年的员工数量变化,sql,帮 看看 公关 部门 2019 年 员工 数量 变化
查一下物流部门2022年新招聘了多少人,sql,查 一下 物流 部门 2022 年 新 招聘 人
统计销售部门2020年各季度的业绩波动,sql,统计 销售 部门 2020 年 各 季度 业绩 波动
公司的工作时间是怎么规定的,rag,公司 工作 时间 规定
公司的环保政策有哪些内容,sql,公司 环保 政策 内容
如何提交产品改进建议,sql,提交 产品 改进 建议
统计公司各部门的人才流失率,sql,想要 统计 公司 各 人才 流失率？
查询公司分析师的晋升周期,sql,查询 公司 分析师 周期 晋升
公司的加班补偿政策是什么,sql,公司 加班 补偿 政策
公司的产品线包括哪些产品,rag,公司 产品线 包括 产品
如何申请公司的学习资源,rag,申请 公司 学习 资源
公司有哪些福利待遇,rag,公司 福利待遇
如何申请带薪休假,rag,申请 带薪休假
公司2019年第三季度的利润是多少,sql,公司 2019 年 第三季度 利润
公司的远程工作政策是怎样的,rag,公司 远程 工作 政策
查询培训发展部门的管理层结构,sql,能否 查询 发展 培训 部门 管理层 结构？
如何使用公司的快递收发服务,rag,使用 公司 快递 收发 服务
如何申请调岗,rag,申请 调岗
公司的餐厅营业时间是什么时候,rag,公司 餐厅 营业时间 时候
公司的员工手册在哪里可以找到,rag,公司 员工 手册 哪里 找到
公司2019年的营业额是多少,sql,公司 2019 年 营业额
公司的WiFi密码是多少,rag,有没有人知道 公司 WiFi 密码呢
统计公司各部门的人才流失率,sql,统计 公司 各 部门 流失率呀
公司的办公用品申请流程是什么,sql,公司 办公用品 申请 流程
统计一下产品部门的男女比例,sql,统计 一下 产品 部门 男女比例
如何申请公司提供的教育补贴,rag,申请 公司 提供 教育 补贴
安全部门的项目完成率是多少,sql,安全部门 项目 完成率
请问公司的病假政策是怎么规定的,sql,公司 病假 政策 规定
如何申请调岗,sql,申请 调岗
公司的打卡时间是几点到几点,rag,公司 打卡 时间 几点 几点
公司的加班餐补政策是什么,rag,公司 加班 餐补 政策
公司的试用期政策是什么,rag,公司 试用期 政策
公司2021年的培训预算使用了多少,sql,公司 2021 年 培训 预算 使用
统计一下财务部门的男女比例,sql,统计 一下 财务部门 男女比例
公司的考勤制度是怎样的,rag,公司 考勤制度
分析市场营销部门2022年的绩效考核结果,sql,分析 市场营销部 门 2022 年 绩效考核 结果
培训发展部门的项目完成率是多少,sql,培训 发展 部门 项目 完成率
如何获取公司的产品折扣,rag,获取 公司 产品 折扣
公司2024年的培训预算使用了多少,sql,公司 2024 年 培训 预算 使用
统计公司2018年各部门的预算使用情况,sql,统计 公司 2018 年 各 部门 使用 预算 情况呀
如何重置公司邮箱密码,rag,重置 公司 邮箱 密码
供应链部门的经理平均薪资是多少,sql,供应链 部门 经理 平均 薪资
如何加入公司的员工俱乐部,rag,加入 公司 员工 俱乐部
如何向IT部门报告技术问题,rag,部门 IT 报告 技术 问题
我想了解公司的晋升通道,sql,了解 公司 晋升 通道
公司的安全出口在哪里,sql,公司 安全 出口 哪里
公司的安全出口在哪里,rag,公司 安全 出口 哪里
公司的绩效评估周期是怎样的,sql,公司 绩效 评估 周期
公司的技术栈包括哪些内容,rag,公司 技术 栈 包括 内容
公司的使命和愿景是什么,rag,公司 使命 愿景
公司的餐厅营业时间是什么时候,sql,公司 餐厅 营业时间 时候
如何获取公司的品牌标识使用指南,rag,公司 获取 品牌 标识 使用指南
公司的停车场在哪里,rag,公司 停车场 哪里的
公司的加班餐补政策是什么,rag,公司 加班 餐补 政策
公司的数据安全政策有哪些规定,sql,公司 数据安全 政策 规定
如何预订公司的会议室,rag,预订 公司 会议室
公司的技术栈包括哪些内容,sql,公司 技术 栈 包括 内容
如何申请公司提供的教育补贴,rag,申请 公司 提供 教育 补贴
如何使用公司的内部沟通工具,rag,使用 公司 内部 沟通 工具
如何使用公司的内部沟通工具,rag,有没有人知道 使用 公司 内部 沟通 工具
公司有哪些福利待遇,sql,公司 福利待遇
如何参与公司的创新项目,sql,参与 公司 创新 项目
分析客户服务部门2024年的绩效考核结果,sql,分析 客户服务 部门 2024 年 绩效考核 结果
能告诉我公司的发展历史吗,sql,告诉 公司 发展 历史
公司的餐厅营业时间是什么时候,sql,公司 餐厅 营业时间 时候
公司的信息安全培训内容是什么,sql,公司 信息安全 培训 内容
公司的休假政策是什么,rag,公司 休假 政策
我需要知道产品部门的预算执行情况,sql,知道 产品 部门 预算 执行 情况
如何使用公司的内部沟通工具,rag,使用 公司 内部 沟通 工具的
公司的办公室布局图在哪里可以找到,rag,公司 布局 图 找到 哪里呢
计算采购部门2023年的人均培训时长,sql,计算 采购 部门 2023 年 人均 培训 时 长
如何申请带薪休假,sql,申请 带薪休假
如何向IT部门报告技术问题,rag,IT 部门 报告 技术 问题
如何申请公司的法定节假日调休,sql,请 申请 法定 公司 节假日 调休
统计公司2021年的市场份额变化,sql,统计 公司 2021 年 市场份额 变化
分析战略规划部门的年龄结构,sql,分析 战略规划 部门 年龄结构
分析市场营销部门2023年的绩效考核结果,sql,分析 市场营销部 门 2023 年 绩效考核 结果
公司的VPN如何连接,sql,公司 VPN 连接
如何参与公司的创新项目,rag,参与 公司 创新 项目
公司的WiFi密码是多少,sql,公司 WiFi 密码
计算公关部门2021年的投资回报率,sql,计算 公关 部门 2021 年 投资 回报率
如何申请在家办公,rag,申请 在家 办公
如何申请公司的法定节假日调休,rag,申请 公司 法定 节假日 调休
